Close,log return,,,
37175.18382,0.010908607,,,
37979.95067,0.02141697,,,
38169.85028,0.004987538,,,
38100.31382,-0.001823425,,,
38354.56877,0.006651136,,,
38552.54035,0.005148341,,,
38719.21125,0.004313896,,,
38765.53027,0.001195565,,,
38699.57766,-0.00170277,,,
38427.48172,-0.007055814,,,
38376.56763,-0.001325818,,,
38409.36287,0.000854199,,,
37971.54808,-0.01146411,,,
38200.28141,0.006005738,,,
38549.21302,0.009092803,,,
38366.8143,-0.00474281,,,
38521.90174,0.004034081,,,
38363.50894,-0.004120236,,,
38871.42633,0.013152719,,,
38876.19246,0.000122605,,,
38906.70544,0.000784568,,,
38682.40287,-0.005781822,,,
38796.11313,0.002935274,,,
38512.72709,-0.007331304,,,
38633.14833,0.003121912,,,
38313.51212,-0.008308042,,,
38759.29505,0.011567968,,,
38827.96014,0.00177001,,,
39317.38761,0.012526245,,,
39607.58677,0.007353831,,,
39872.51827,0.006666637,,,
40611.4255,0.018362122,,,
40703.95745,0.002275879,,,
41317.27209,0.014955301,,,
41173.1731,-0.003493717,,,
41168.97055,-0.000102075,,,
41277.92421,0.002643004,,,
41612.89033,0.008082149,,,
41543.73836,-0.001663174,,,
41520,-0.00057157,,,
41261.97273,-0.00623392,,,
40981.40954,-0.006822781,,,
41355.30246,0.009082109,,,
41433.61635,0.001891893,,,
41308.90415,-0.003014467,,,
41316.46618,0.000183044,,,
41204.94891,-0.002702749,,,
41343.99451,0.003368807,,,
41384.05738,0.000968544,,,
41118.96611,-0.006426242,,,
40429.20511,-0.016917055,,,
40545.40103,0.002869937,,,
40778.67234,0.005736849,,,
40760.74953,-0.000439611,,,
41133.89143,0.009112794,,,
41458.92295,0.007870738,,,
41314.4473,-0.003490876,,,
41433.93223,0.002887912,,,
41267.42207,-0.004026787,,,
41089.43233,-0.004322409,,,
41019.93407,-0.001692822,,,
40665.29424,-0.008683138,,,
40239.54796,-0.010524715,,,
40364.5937,0.003102715,,,
39935.54345,-0.010686266,,,
40412.67035,0.011876618,,,
40198.17398,-0.005321787,,,
40274.54214,0.00189799,,,
40366.79388,0.002287953,,,
39960.17766,-0.010124114,,,
39673.92861,-0.007189138,,,
39157.29543,-0.013107511,,,
39044.56813,-0.002882984,,,
39504.3606,0.011707294,,,
39703.34255,0.005024319,,,
39742.8289,0.000994041,,,
40052.76785,0.007768361,,,
39955.78213,-0.002424385,,,
40079.18722,0.003083782,,,
40519.36917,0.010922933,,,
40672.72928,0.003777714,,,
40640.08294,-0.000802981,,,
40809.42184,0.004158138,,,
40727,-0.002021719,,,
40600,-0.003123197,,,
40731.50958,0.003233917,,,
40782.50619,0.001251236,,,
40310.15556,-0.011649783,,,
40310.76366,1.50852E-05,,,
40251.5485,-0.001470046,,,
40162.75644,-0.002208366,,,
39995.99991,-0.004160663,,,
40205.6033,0.005226925,,,
40400.64228,0.004839311,,,
40267.98666,-0.003288905,,,
39712.56345,-0.01388918,,,
39971.72454,0.00650472,,,
40032.06708,0.001508492,,,
40222.3,0.004740758,,,
40168.31937,-0.001342959,,,
40225.13136,0.001413349,,,
39960.23581,-0.006607104,,,
40190.48261,0.005745362,,,
40320.89603,0.00323963,,,
40239.57315,-0.002018928,,,
39959.33429,-0.006988624,,,
39711.17611,-0.006229632,,,
39837.96351,0.003187652,,,
39317.81291,-0.013142644,,,
39438.70637,0.003070058,,,
39164.65227,-0.006973117,,,
39080.12508,-0.002160584,,,
38959.12333,-0.003101051,,,
39110.99529,0.00389066,,,
39424.07773,0.007973103,,,
39548.32976,0.003146723,,,
39636.86912,0.002236261,,,
39767.16005,0.003281724,,,
39546.06384,-0.005575281,,,
40041.74825,0.01245645,,,
40167.73646,0.003141482,,,
40624.56882,0.011308929,,,
40556.34302,-0.001680834,,,
40374.68948,-0.004489102,,,
40328.49396,-0.001144825,,,
40215.06798,-0.002816514,,,
40596.97711,0.009451857,,,
40467.07245,-0.003204991,,,
40377.70038,-0.002210956,,,
40433.77016,0.001387669,,,
41034,0.01473566,,,
40960.11776,-0.001802136,,,
40543.14493,-0.010232142,,,
40762.54541,0.005396941,,,
40675.85654,-0.002128944,,,
40618.26968,-0.001416753,,,
40869.75248,0.006172284,,,
40817.07743,-0.001289683,,,
40865.2,0.001178287,,,
41038.11125,0.004222333,,,
41041.98948,9.44986E-05,,,
41309.49745,0.00649676,,,
41077.9465,-0.00562104,,,
40956.91886,-0.002950641,,,
40827.48056,-0.003165357,,,
40343.10399,-0.011934923,,,
40543.33273,0.004950871,,,
40721.24958,0.004378713,,,
40547.51506,-0.004275561,,,
40349.73865,-0.00488958,,,
40125.93855,-0.005561946,,,
40224.40796,0.002451003,,,
40021.24316,-0.005063582,,,
40387.97162,0.009121616,,,
40452.3954,0.001593852,,,
40554.56681,0.002522535,,,
40419.57584,-0.003334178,,,
40667,0.006102735,,,
40672.7537,0.000141473,,,
40681.26101,0.000209143,,,
40653.26839,-0.000688333,,,
40763.93451,0.002718497,,,
40812.93447,0.00120132,,,
40663.62969,-0.003664979,,,
40673.47568,0.000242103,,,
40267.01326,-0.010043573,,,
40494.34338,0.005629691,,,
40437.72009,-0.00139928,,,
40610.56831,0.004265321,,,
40648.27837,0.000928147,,,
40685.39587,0.000912722,,,
40575.32835,-0.002708998,,,
40662.03375,0.00213462,,,
40450.75594,-0.005209494,,,
39997.90003,-0.011258378,,,
40199.16685,0.005019317,,,
40228.2732,0.000723792,,,
40124.18562,-0.002590777,,,
40242.7897,0.002951565,,,
40258.32783,0.000386035,,,
40091.10956,-0.004162282,,,
40399.38055,0.007659849,,,
40493.71904,0.002332425,,,
40660.12578,0.004101025,,,
40567.44956,-0.002281892,,,
40582.9,0.000380786,,,
41062.02199,0.011736859,,,
41227.13739,0.004013059,,,
41117.94416,-0.00265209,,,
41041.28166,-0.001866194,,,
40855.6257,-0.004533902,,,
41040.2022,0.0045076,,,
40936.29505,-0.002535049,,,
40701.59833,-0.005749716,,,
